IN,year,expenditures,income,income_log,contributions,dfpa,djpa,founded,age_log,development,education,environment,humanitarian,health,numpart,numpart_log,depth,breadth,partnerships,agreements,monitoring,capacity,design,implementation,financial,un_system,wb_group,scope,ppp,gdp_ratio,memnum_log,idealpoint,pol_avg,geo_hhi,aus_results,aus_multi,aus_strategic,aus_cost,den_eff,den_innov,den_risk,den_comp,den_reform,den_fin,den_cont,mop_off,mop_scci,mop_ra,mop_cets,mop_rf,mop_ar,mop_rde,mop_sr,mop_pdr,mop_ctfr,mop_cpfr,mop_rad,mop_lamp,mop_fa,mop_upi,mop_mhr,mop_pop,mop_exr,mop_ppi,mop_dll,net_strategy,net_governance,net_hrm,net_financial,net_results,net_focus,swe_internal,swe_external,uk_critint,uk_results,uk_cost,uk_poor,uk_strategic,uk_financial,uk_comp,uk_geo,uk_hr,uk_risk,uk_fraud,uk_efficiency,aus_pi,mop_pi,den_pi,net_pi,uk_pi,swe_pi,avg_pi,time_trend,time_trend2,income_log,expenditures_lag,income_lag,contributions_lag,dfpa_lag,djpa_lag,founded_lag,age_log_lag,development_lag,education_lag,environment_lag,humanitarian_lag,health_lag,numpart_lag,numpart_log_lag,depth_lag,breadth_lag,partnerships_lag,agreements_lag,monitoring_lag,capacity_lag,design_lag,implementation_lag,financial_lag,un_system_lag,wb_group_lag,scope_lag,ppp_lag,gdp_ratio_lag,memnum_log_lag,IdealPoint_lag,pol_avg_lag,geo_hhi_lag
IADB,2015,1591,2990,8.003028666,375,3.37458194,2.5,1958,4.060443011,1,0,0,0,0,38,3.663561646,1,1,3.663561646,0,0,1,1,1,1,0,0,1,0,0.364595451,3.784189634,1.014716062,8.073170732,3531.638724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004482239,NA,NA,-0.004482239,8,64,8.003028666,1541,2479,367,3.351956434,2.5,1958,4.043051268,1,0,0,0,0,36,3.610917913,1,1,3.610917913,0,0,1,1,1,1,0,0,1,0,0.355572768,3.80666249,0.963638879,8.047619048,3626.033058
IADB,2016,1957,3170,8.061486867,370,3.383280757,2.5,1958,4.077537444,1,0,0,0,0,42,3.761200116,1,1,3.761200116,0,0,1,1,1,1,0,0,1,0,0.357148896,3.80666249,0.97619517,8.023809524,3626.033058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79,2.95,3.45,3.63,3.14,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,3,3,3,3,3.5,3,NA,1.110778557,NA,NA,0.543363984,NA,0.82707127,9,81,8.061486867,1591,2990,375,3.37458194,2.5,1958,4.060443011,1,0,0,0,0,38,3.663561646,1,1,3.663561646,0,0,1,1,1,1,0,0,1,0,0.364595451,3.784189634,1.014716062,8.073170732,3531.638724
IADB,2017,2543,3190,8.067776196,32,3.489968652,2.5,1958,4.094344562,1,0,0,0,0,44,3.80666249,1,1,3.80666249,0,0,1,1,1,1,0,0,1,0,0.352169651,3.80666249,0.987583486,7.857142857,3626.033058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272830831,NA,NA,0.272830831,10,100,8.067776196,1957,3170,370,3.383280757,2.5,1958,4.077537444,1,0,0,0,0,42,3.761200116,1,1,3.761200116,0,0,1,1,1,1,0,0,1,0,0.357148896,3.80666249,0.97619517,8.023809524,3626.033058
ICRC,2011,1138.117176,1257.362848,7.136771829,1234.558136,4.184648435,4,1863,5.003946306,0,0,0,1,0,23,3.17805383,1,0.75,2.383540373,0,1,0,1,1,0,0,0,1,0,0.209022078,5.192956851,0.727962991,4.355704698,1284.244898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.514139109,NA,2.514139109,4,16,7.136771829,1222.619857,1142.219975,1127.302174,4.201597211,4,1863,4.997212274,0,0,0,1,0,23,3.17805383,1,0.75,2.383540373,0,1,0,1,1,0,0,0,1,0,0.220690254,5.192956851,0.743397766,4.073333333,1236.571429
ICRC,2012,1163.78973,1157.0023,7.053587715,1104.56131,4.216366414,4,1863,5.010635294,0,0,0,1,0,25,3.258096538,1,0.75,2.443572404,0,1,0,1,1,0,0,0,1,0,0.205885287,5.187385806,0.715741965,4.402684564,1254.458977,3,4,3,2,4,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506212445,NA,1.194154279,NA,NA,NA,0.850183362,5,25,7.053587715,1138.117176,1257.362848,1234.558136,4.184648435,4,1863,5.003946306,0,0,0,1,0,23,3.17805383,1,0.75,2.383540373,0,1,0,1,1,0,0,0,1,0,0.209022078,5.192956851,0.727962991,4.355704698,1284.244898
ICRC,2013,1298.43325,1477.03916,7.297794795,1373.870458,4.224650562,4,1863,5.017279837,0,0,0,1,0,26,3.295836866,1,0.75,2.47187765,0,1,0,1,1,0,0,0,1,0,0.206953731,5.198497031,0.710602324,4.473333333,1275.180785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.514139109,NA,2.514139109,6,36,7.297794795,1163.78973,1157.0023,1104.56131,4.216366414,4,1863,5.010635294,0,0,0,1,0,25,3.258096538,1,0.75,2.443572404,0,1,0,1,1,0,0,0,1,0,0.205885287,5.187385806,0.715741965,4.402684564,1254.458977
ICRC,2016,1533.254856,1638.21856,7.401364687,1629.389837,4.157017529,4,1863,5.036952602,0,0,0,1,0,31,3.465735903,1,0.75,2.599301927,0,1,0,1,1,0,0,0,1,0,0.212928372,5.192956851,0.708275937,4.333333333,1255.510204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2.5,NA,NA,NA,4,4,3,2.5,3,2.5,NA,NA,NA,NA,1.060945059,NA,1.060945059,9,81,7.401364687,1504.421158,1502.420598,1502.420598,4.155735108,4,1863,5.030437921,0,0,0,1,0,26,3.295836866,1,0.75,2.47187765,0,1,0,1,1,0,0,0,1,0,0.213564326,5.192956851,0.713773048,4.426666667,1263.346939
IFAD,2008,568.034,396.013,5.981447039,153.974,4.224564109,4.5,1977,3.465735903,1,0,0,0,0,64,4.17438727,0.89,0.75,2.786403503,0,0,1,1,1,1,1,0,2,0,0.270260708,5.049856007,0.635046008,3.681481481,1498.566369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572903463,-0.572903463,1,1,5.981447039,343.717,1086.889,507.106,3.546186068,4.5,1977,3.433987204,1,0,0,0,0,64,4.17438727,0.89,0.75,2.786403503,0,0,1,1,1,1,1,0,2,0,0.285291047,5.043425117,0.618829,3.577777778,1491.306762
IFAD,2010,874.738,669.288,6.506214461,380.264,3.827026051,4.5,1977,3.526360525,1,0,0,0,0,64,4.17438727,0.89,0.75,2.786403503,0,0,1,1,1,1,1,0,2,0,0.246898411,5.056245805,0.677070253,3.713235294,1480.541103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572903463,-0.572903463,3,9,6.506214461,1007.646,1222.612,813.443,3.538781314,4.5,1977,3.496507561,1,0,0,0,0,64,4.17438727,0.89,0.75,2.786403503,0,0,1,1,1,1,1,0,2,0,0.261944636,5.056245805,0.658949312,3.666666667,1480.541103
IFAD,2011,833.191,573.642,6.352005508,260.764,3.798250622,4.5,1977,3.555348061,1,0,0,0,0,65,4.189654742,0.85,0.75,2.670904898,0,0,1,1,1,1,1,0,2,0,0.232934097,5.068904202,0.660075728,3.97810219,1448.740314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.145,5.115,5.155,4.71,3.885,5.08,4.585,4.28,4.555,4.81,4.585,4.915,4,3,2,3,3,4,4,4,3,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,1.673911012,NA,0.375833558,0.146100457,0.835726478,0.757892876,4,16,6.352005508,874.738,669.288,380.264,3.827026051,4.5,1977,3.526360525,1,0,0,0,0,64,4.17438727,0.89,0.75,2.786403503,0,0,1,1,1,1,1,0,2,0,0.246898411,5.056245805,0.677070253,3.713235294,1480.541103
IFAD,2012,1016.883,1484.897,7.303100689,1263.011,3.482948071,4.5,1977,3.583518938,1,0,0,0,0,65,4.189654742,0.85,0.75,2.670904898,0,0,1,1,1,1,1,0,2,0,0.22973892,5.075173815,0.680582896,3.942028986,1435.667361,3,2,3,3,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700149217,NA,1.709674911,NA,NA,NA,1.204912064,5,25,7.303100689,833.191,573.642,260.764,3.798250622,4.5,1977,3.555348061,1,0,0,0,0,65,4.189654742,0.85,0.75,2.670904898,0,0,1,1,1,1,1,0,2,0,0.232934097,5.068904202,0.660075728,3.97810219,1448.740314
IFAD,2013,1085.932,711.52,6.567403527,564.825,3.69309745,4.5,1977,3.610917913,1,0,0,0,0,67,4.219507705,0.85,0.75,2.689936162,0,0,1,1,1,1,1,0,2,0,0.23078652,5.099866428,0.694420439,4.107913669,1405.273586,NA,NA,NA,NA,4.5,NA,NA,NA,NA,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5.275,4.69,4,4.77,4.24,4.735,4.705,5,4.525,4.895,4.205,4.06,4,3,3,3,3,4,NA,NA,3,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,0.925130554,0.658380359,0.896127323,0.146100457,NA,0.656434673,6,36,6.567403527,1016.883,1484.897,1263.011,3.482948071,4.5,1977,3.583518938,1,0,0,0,0,65,4.189654742,0.85,0.75,2.670904898,0,0,1,1,1,1,1,0,2,0,0.22973892,5.075173815,0.680582896,3.942028986,1435.667361
IFAD,2015,642.237,952.485,6.859074359,699.129,3.390980804,4.5,1977,3.663561646,1,0,0,0,0,68,4.234106505,0.86,0.75,2.730998695,0,0,1,1,1,1,1,0,2,0,0.225121561,5.123963979,0.718547446,4.197183099,1363.820018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846415246,NA,NA,0.846415246,8,64,6.859074359,602.397,334.261,0.949,4.053390072,4.5,1977,3.63758616,1,0,0,0,0,67,4.219507705,0.85,0.75,2.689936162,0,0,1,1,1,1,1,0,2,0,0.221557439,5.105945474,0.699441372,4.04964539,1391.471264
IFAD,2016,894.617,650.694,6.478039486,353.934,3.80855264,4.5,1977,3.688879454,1,0,0,0,0,71,4.276666119,0.86,0.75,2.758449647,0,0,1,1,1,1,1,0,2,0,0.22407467,5.123963979,0.707892232,4.197183099,1363.820018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2.5,NA,NA,NA,3,3,2.5,3,3,2.5,NA,NA,NA,NA,-0.08899352,NA,-0.08899352,9,81,6.478039486,642.237,952.485,699.129,3.390980804,4.5,1977,3.663561646,1,0,0,0,0,68,4.234106505,0.86,0.75,2.730998695,0,0,1,1,1,1,1,0,2,0,0.225121561,5.123963979,0.718547446,4.197183099,1363.820018
IFAD,2017,1801.84,519.69,6.25323248,255.93,4.041025979,4.5,1977,3.713572067,1,0,0,0,0,71,4.276666119,0.88,0.75,2.822599639,0,0,1,1,1,1,1,0,2,0,0.219823463,5.123963979,0.698009953,4.176056338,1363.820018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846415246,NA,NA,0.846415246,10,100,6.25323248,894.617,650.694,353.934,3.80855264,4.5,1977,3.688879454,1,0,0,0,0,71,4.276666119,0.86,0.75,2.758449647,0,0,1,1,1,1,1,0,2,0,0.22407467,5.123963979,0.707892232,4.197183099,1363.820018
IFAD,2018,807.763,1100.817,7.00380791,931.665,4.117909664,4.5,1977,3.737669618,1,0,0,0,0,72,4.290459441,0.88,0.75,2.831703231,0,0,1,1,1,1,1,0,2,0,0.220539244,5.123963979,0.673788859,4.098591549,1363.820018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,2.46,3.05,3.5,3.24,2.64,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55497942,NA,NA,NA,NA,0.55497942,11,121,7.00380791,1801.84,519.69,255.93,4.041025979,4.5,1977,3.713572067,1,0,0,0,0,71,4.276666119,0.88,0.75,2.822599639,0,0,1,1,1,1,1,0,2,0,0.219823463,5.123963979,0.698009953,4.176056338,1363.820018
IFC,2011,1754,3333,8.111628078,0,4,3.5,1956,4.025351691,1,0,0,0,0,35,3.583518938,1,0.75,2.687639204,0,0,1,1,1,1,1,1,3,0,0.215416164,5.159055299,0.70831493,4.333333333,1305.358914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,3,NA,NA,3,3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.304554286,0.641190935,NA,0.97287261,4,16,8.111628078,2153,3549,0,4,3.5,1956,4.007333185,1,0,0,0,0,35,3.583518938,1,0.75,2.687639204,0,0,1,1,1,1,1,1,3,0,0.227871589,5.159055299,0.724202947,4.066225166,1305.358914
IFC,2012,2190,3521,8.166500319,3,3.999147969,3.5,1956,4.043051268,1,0,0,0,0,35,3.583518938,1,0.75,2.687639204,0,0,1,1,1,1,1,1,3,0,0.212449022,5.153291594,0.712067524,4.308724832,1289.273356,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.088688941,NA,NA,NA,NA,NA,2.088688941,5,25,8.166500319,1754,3333,0,4,3.5,1956,4.025351691,1,0,0,0,0,35,3.583518938,1,0.75,2.687639204,0,0,1,1,1,1,1,1,3,0,0.215416164,5.159055299,0.70831493,4.333333333,1305.358914
IFC,2013,2204,3245,8.084870629,31,3.990446841,3.5,1956,4.060443011,1,0,0,0,0,36,3.610917913,1,0.75,2.708188434,0,0,1,1,1,1,1,1,3,0,0.213631345,5.159055299,0.730233018,4.466666667,1305.358914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,3,NA,NA,3,3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.304554286,0.641190935,NA,0.97287261,6,36,8.084870629,2190,3521,3,3.999147969,3.5,1956,4.043051268,1,0,0,0,0,35,3.583518938,1,0.75,2.687639204,0,0,1,1,1,1,1,1,3,0,0.212449022,5.153291594,0.712067524,4.308724832,1289.273356
IFC,2015,2298,2807,7.939871576,64,3.977199857,3.5,1956,4.094344562,1,0,0,0,0,38,3.663561646,1,0.75,2.747671235,0,0,1,1,1,1,1,1,3,0,0.219762047,5.159055299,0.746956691,4.516556291,1305.358914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247094619,NA,NA,-0.247094619,8,64,7.939871576,2015,3602,99,3.972515269,3.5,1956,4.077537444,1,0,0,0,0,36,3.610917913,1,0.75,2.708188434,0,0,1,1,1,1,1,1,3,0,0.215944394,5.159055299,0.724477094,4.410596026,1305.358914
IFC,2016,2812,2649,7.881937489,0,4,3.5,1956,4.110873864,1,0,0,0,0,39,3.688879454,1,0.75,2.766659591,0,0,1,1,1,1,1,1,3,0,0.219276048,5.159055299,0.740682697,4.463576159,1305.358914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3,2.5,NA,NA,NA,3.5,3,3,3,4,3,NA,NA,NA,NA,0.882707639,NA,0.882707639,9,81,7.881937489,2298,2807,64,3.977199857,3.5,1956,4.094344562,1,0,0,0,0,38,3.663561646,1,0.75,2.747671235,0,0,1,1,1,1,1,1,3,0,0.219762047,5.159055299,0.746956691,4.516556291,1305.358914
IFC,2017,718,3025,8.01466637,0,4,3.5,1956,4.127134385,1,0,0,0,0,39,3.688879454,1,0.75,2.766659591,0,0,1,1,1,1,1,1,3,0,0.215378115,5.159055299,0.719427754,4.443708609,1305.358914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833428669,NA,NA,0.833428669,10,100,8.01466637,2812,2649,0,4,3.5,1956,4.110873864,1,0,0,0,0,39,3.688879454,1,0.75,2.766659591,0,0,1,1,1,1,1,1,3,0,0.219276048,5.159055299,0.740682697,4.463576159,1305.358914
IFRC,2011,464.88288,386.650152,5.957520284,348.004608,3.180971557,4.5,1919,4.532599493,0,0,0,1,0,26,3.295836866,1,0.5,1.647918433,0,1,0,1,1,0,0,0,1,0,0.209022078,5.192956851,0.727962991,4.355704698,1284.244898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185629062,NA,0.185629062,4,16,5.957520284,544.406751,635.5695582,582.9602598,3.153700651,4.5,1919,4.521788577,0,0,0,1,0,26,3.295836866,1,0.5,1.647918433,0,1,0,1,1,0,0,0,1,0,0.220690254,5.192956851,0.743397766,4.073333333,1236.571429
IFRC,2013,409.17632,407.22304,6.009361045,334.30432,3.32613892,4.5,1919,4.553876892,0,0,0,1,0,28,3.36729583,1,0.5,1.683647915,0,1,0,1,1,0,0,0,1,0,0.206953731,5.198497031,0.710602324,4.473333333,1275.180785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185629062,NA,0.185629062,6,36,6.009361045,381.52943,333.37214,294.55942,3.214486314,4.5,1919,4.543294782,0,0,0,1,0,26,3.295836866,1,0.5,1.647918433,0,1,0,1,1,0,0,0,1,0,0.205885287,5.187385806,0.715741965,4.402684564,1254.458977
IFRC,2016,363.0979007,348.9268197,5.854862215,277.7427899,3.360119961,4.5,1919,4.584967479,0,0,0,1,0,32,3.496507561,1,0.5,1.748253781,0,1,0,1,1,0,0,0,1,0,0.212928372,5.192956851,0.708275937,4.333333333,1255.510204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,2.5,NA,NA,NA,3.5,3,2.5,2.5,2,2.5,NA,NA,NA,NA,-0.473539052,NA,-0.473539052,9,81,5.854862215,442.115769,428.7530281,366.0654789,3.25195739,4.5,1919,4.574710979,0,0,0,1,0,28,3.36729583,1,0.5,1.683647915,0,1,0,1,1,0,0,0,1,0,0.213564326,5.192956851,0.713773048,4.426666667,1263.346939
ILO,2008,631.55,730.25,6.593386941,636.6,1.194194113,1.5,1919,4.49980967,0,0,0,0,0,17,2.890371758,0.705882353,0.5,1.020131209,1,1,1,0,0,0,1,0,2,0,0.237174741,5.192956851,0.666888875,3.974193548,1366.09856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339991214,-1.339991214,1,1,6.593386941,512.7525,555.71,497.2105,1.182285505,1.5,1919,4.48863637,0,0,0,0,0,17,2.890371758,0.705882353,0.5,1.020131209,1,1,1,0,0,0,1,0,2,0,0.251860761,5.192956851,0.655895118,3.935483871,1366.09856
ILO,2010,670.6,723,6.583409222,662.5,1.148077605,1.5,1919,4.521788577,0,0,0,0,0,18,2.944438979,0.666666667,0.5,0.98147966,1,1,1,0,0,0,1,0,2,0,0.216655269,5.198497031,0.688511684,4.012820513,1355.428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339991214,-1.339991214,3,9,6.583409222,631.55,730.25,636.6,1.227579285,1.5,1919,4.510859507,0,0,0,0,0,17,2.890371758,0.705882353,0.5,1.020131209,1,1,1,0,0,0,1,0,2,0,0.230691764,5.198497031,0.679912718,3.961290323,1355.428571
ILO,2011,758.2,753.5,6.624729018,680.7,1.158260423,1.5,1919,4.532599493,0,0,0,0,0,18,2.944438979,0.666666667,0.5,0.98147966,1,1,1,0,0,0,1,0,2,0,0.2048279,5.198497031,0.674904298,4.270967742,1355.428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,3,3,2,3,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.279912631,-1.934317675,-1.339991214,-1.51807384,4,16,6.624729018,670.6,723,662.5,1.148077605,1.5,1919,4.521788577,0,0,0,0,0,18,2.944438979,0.666666667,0.5,0.98147966,1,1,1,0,0,0,1,0,2,0,0.216655269,5.198497031,0.688511684,4.012820513,1355.428571
ILO,2012,689,735.2,6.600142571,646.6,1.232930232,1.5,1919,4.543294782,0,0,0,0,0,18,2.944438979,0.666666667,0.5,0.98147966,1,1,1,0,0,0,1,0,2,0,0.202232889,5.204006687,0.705421497,4.193548387,1341.683884,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.791435789,NA,NA,NA,NA,NA,-0.791435789,5,25,6.600142571,758.2,753.5,680.7,1.158260423,1.5,1919,4.532599493,0,0,0,0,0,18,2.944438979,0.666666667,0.5,0.98147966,1,1,1,0,0,0,1,0,2,0,0.2048279,5.198497031,0.674904298,4.270967742,1355.428571
ILO,2013,801.3,762.1,6.636077781,687.2,1.204058132,1.5,1919,4.553876892,0,0,0,0,0,19,2.995732274,0.631578947,0.5,0.946020718,1,1,1,0,0,0,1,0,2,0,0.203547975,5.209486153,0.716618682,4.333333333,1356.889783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,2,3,NA,NA,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.024231825,-1.934317675,NA,-1.47927475,6,36,6.636077781,689,735.2,646.6,1.232930232,1.5,1919,4.543294782,0,0,0,0,0,18,2.944438979,0.666666667,0.5,0.98147966,1,1,1,0,0,0,1,0,2,0,0.202232889,5.204006687,0.705421497,4.193548387,1341.683884
ILO,2015,757.8,713.6,6.570322581,647.3,1.232895289,1.5,1919,4.574710979,0,0,0,0,0,19,2.995732274,0.631578947,0.5,0.946020718,1,1,1,0,0,0,1,0,2,0,0.209539782,5.209486153,0.733447032,4.382165605,1356.889783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272830831,NA,NA,0.272830831,8,64,6.570322581,768.7,771.6,712,1.204507544,1.5,1919,4.564348191,0,0,0,0,0,19,2.995732274,0.631578947,0.5,0.946020718,1,1,1,0,0,0,1,0,2,0,0.205777138,5.209486153,0.7256962,4.280254777,1356.889783
