IN,year,expenditures,income,income_log,contributions,dfpa,djpa,founded,age_log,development,education,environment,humanitarian,health,numpart,numpart_log,depth,breadth,partnerships,agreements,monitoring,capacity,design,implementation,financial,un_system,wb_group,scope,ppp,gdp_ratio,memnum_log,idealpoint,pol_avg,geo_hhi,aus_results,aus_multi,aus_strategic,aus_cost,aus_pi,den_eff,den_innov,den_risk,den_comp,den_reform,den_1_pi,den_fin,den_cont,den_2_pi,mop_off,mop_scci,mop_ra,mop_cets,mop_rf,mop_ar,mop_rde,mop_sr,mop_1_pi,mop_pdr,mop_ctfr,mop_cpfr,mop_rad,mop_lamp,mop_fa,mop_upi,mop_mhr,mop_pop,mop_exr,mop_ppi,mop_dll,mop_2_pi,net_strategy,net_governance,net_hrm,net_financial,net_results,net_focus,net_1_pi,net_2_pi,swe_internal,swe_external,swe_pi,uk_critint,uk_results,uk_cost,uk_poor,uk_strategic,uk_financial,uk_1_pi,uk_comp,uk_geo,uk_hr,uk_risk,uk_fraud,uk_efficiency,uk_2_pi,mop_pi,den_pi,net_pi,uk_pi,avg_pi,time_trend,time_trend2,income_log
GFDRR,2016,66.772427,77.665675,4.352413397,76.475192,2.203978016,2,2006,2.397895273,0,0,1,1,0,17,2.890371758,1,0.5,1.445185879,0,0,0,0,0,1,0,0,1,0,0.21081054,5.123963979,0.752557649,4.405405405,1324.3605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.5,2,NA,NA,NA,NA,3,2,2.5,3,3,2,-1.493038304,NA,NA,NA,-1.493038304,-1.493038304,9,81,4.352413397
GPE,2011,112.1,245.9,5.504924949,245.9,3.101667344,3,2002,2.302585093,0,1,0,0,0,14,2.708050201,1,0.5,1.354025101,0,0,0,0,0,1,0,0,1,1,0.203007169,4.127134385,0.631593124,5.403508772,2338.888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,2,2,0.347426764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347426764,0.347426764,4,16,5.504924949
GPE,2012,503.1,469.4,6.151455283,468.4,3.002130379,3,2002,2.397895273,0,1,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,0,0,0,1,0,0,1,1,0.186436248,4.248495242,0.573986872,4.96875,2616.782007,2,3,3,3,0.396590024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396590024,5,25,6.151455283
GPE,2013,1031,592,6.383506635,588.2,3.079013275,3,2002,2.48490665,0,1,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,0,0,0,1,0,0,1,1,0.185298244,4.317488114,0.657415855,4.782608696,2805.404391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,2,2,0.347426764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347426764,0.347426764,6,36,6.383506635
GPE,2016,596.6,479.8,6.17336935,472.8,3.101941358,3,2002,2.708050201,0,1,0,0,0,23,3.17805383,1,0.5,1.589026915,0,0,0,0,0,1,0,0,1,1,0.526454853,4.382026635,0.79904228,5.013333333,2578.849722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,2,NA,NA,NA,NA,3.5,4,2.5,2.5,2,2,-0.411111806,NA,NA,NA,-0.411111806,-0.411111806,9,81,6.17336935
GPE,2018,376.3,637.6,6.457711127,637.6,3.235414053,3,2002,2.833213344,0,1,0,0,0,24,3.218875825,1,0.5,1.609437912,0,0,0,0,0,1,0,0,1,1,0.520764717,4.406719247,0.744457999,4.934210526,2571.703253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,2.75,3.36,3.32,2.49,2.33,2,2.17,-0.022905859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022905859,NA,NA,NA,-0.022905859,11,121,6.457711127
IADB,2011,2290,2287,7.734996194,190,3.416921732,2.5,1958,3.988984047,1,0,0,0,0,33,3.526360525,1,1,3.526360525,0,0,1,1,1,1,0,0,1,0,0.358648747,3.784189634,0.988508751,7.853658537,3531.638724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.145,4.71,4.72,4.165,4.035,4.82,4.515,4.415,4.18,4.605,4.03,4.035,0.530363206,3,3,3,3,3,3,-0.141669802,-0.247094619,NA,NA,NA,3,3,3,1,2,3,-0.648653362,NA,NA,NA,NA,NA,NA,NA,0.530363206,NA,-0.388764421,-0.648653362,-0.169018193,4,16,7.734996194
IADB,2012,1499,2931,7.983098941,462,3.342374616,2.5,1958,4.007333185,1,0,0,0,0,35,3.583518938,1,1,3.583518938,0,0,1,1,1,1,0,0,1,0,0.349350893,3.80666249,0.957920357,7.857142857,3626.033058,3,2,3,3,0.700149217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700149217,5,25,7.983098941
IADB,2013,1627,3358,8.119100838,371,3.38951757,2.5,1958,4.025351691,1,0,0,0,0,36,3.610917913,1,1,3.610917913,0,0,1,1,1,1,0,0,1,0,0.351824614,3.80666249,1.010424669,8.047619048,3626.033058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,-0.384650497,-0.524407689,NA,NA,NA,3,3,3,1,2,3,-0.648653362,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.909058186,-0.648653362,-0.778855774,6,36,8.119100838
IADB,2015,1591,2990,8.003028666,375,3.37458194,2.5,1958,4.060443011,1,0,0,0,0,38,3.663561646,1,1,3.663561646,0,0,1,1,1,1,0,0,1,0,0.364595451,3.784189634,1.014716062,8.073170732,3531.638724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,3,NA,NA,-0.004482239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004482239,NA,-0.004482239,8,64,8.003028666
IADB,2016,1957,3170,8.061486867,370,3.383280757,2.5,1958,4.077537444,1,0,0,0,0,42,3.761200116,1,1,3.761200116,0,0,1,1,1,1,0,0,1,0,0.357148896,3.80666249,0.97619517,8.023809524,3626.033058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79,2.95,3.45,3.63,3.14,2.5,2.5,2.5,1.110778557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,3,3,3,3,3.5,3,0.543363984,1.110778557,NA,NA,0.543363984,0.82707127,9,81,8.061486867
IADB,2017,2543,3190,8.067776196,32,3.489968652,2.5,1958,4.094344562,1,0,0,0,0,44,3.80666249,1,1,3.80666249,0,0,1,1,1,1,0,0,1,0,0.352169651,3.80666249,0.987583486,7.857142857,3626.033058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,NA,NA,0.272830831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272830831,NA,0.272830831,10,100,8.067776196
ICRC,2011,1138.117176,1257.362848,7.136771829,1234.558136,4.184648435,4,1863,5.003946306,0,0,0,1,0,23,3.17805383,1,0.75,2.383540373,0,1,0,1,1,0,0,0,1,0,0.209022078,5.192956851,0.727962991,4.355704698,1284.244898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,4,2.514139109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.514139109,2.514139109,4,16,7.136771829
ICRC,2012,1163.78973,1157.0023,7.053587715,1104.56131,4.216366414,4,1863,5.010635294,0,0,0,1,0,25,3.258096538,1,0.75,2.443572404,0,1,0,1,1,0,0,0,1,0,0.205885287,5.187385806,0.715741965,4.402684564,1254.458977,3,4,3,2,0.506212445,4,3,2,2,3,1.194154279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.194154279,NA,NA,0.850183362,5,25,7.053587715
ICRC,2013,1298.43325,1477.03916,7.297794795,1373.870458,4.224650562,4,1863,5.017279837,0,0,0,1,0,26,3.295836866,1,0.75,2.47187765,0,1,0,1,1,0,0,0,1,0,0.206953731,5.198497031,0.710602324,4.473333333,1275.180785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,4,2.514139109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.514139109,2.514139109,6,36,7.297794795
ICRC,2016,1533.254856,1638.21856,7.401364687,1629.389837,4.157017529,4,1863,5.036952602,0,0,0,1,0,31,3.465735903,1,0.75,2.599301927,0,1,0,1,1,0,0,0,1,0,0.212928372,5.192956851,0.708275937,4.333333333,1255.510204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2.5,NA,NA,NA,NA,4,4,3,2.5,3,2.5,1.060945059,NA,NA,NA,1.060945059,1.060945059,9,81,7.401364687
IFAD,2008,568.034,396.013,5.981447039,153.974,4.224564109,4.5,1977,3.465735903,1,0,0,0,0,64,4.17438727,0.89,0.75,2.786403503,0,0,1,1,1,1,1,0,2,0,0.270260708,5.049856007,0.635046008,3.681481481,1498.566369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,-0.572903463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572903463,1,1,5.981447039
IFAD,2010,874.738,669.288,6.506214461,380.264,3.827026051,4.5,1977,3.526360525,1,0,0,0,0,64,4.17438727,0.89,0.75,2.786403503,0,0,1,1,1,1,1,0,2,0,0.246898411,5.056245805,0.677070253,3.713235294,1480.541103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,-0.572903463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572903463,3,9,6.506214461
IFAD,2011,833.191,573.642,6.352005508,260.764,3.798250622,4.5,1977,3.555348061,1,0,0,0,0,65,4.189654742,0.85,0.75,2.670904898,0,0,1,1,1,1,1,0,2,0,0.232934097,5.068904202,0.660075728,3.97810219,1448.740314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.145,5.115,5.155,4.71,3.885,5.08,4.585,4.28,4.555,4.81,4.585,4.915,1.673911012,4,3,2,3,3,4,0.380315797,-0.004482239,4,4,0.835726478,3,3,2,3,3,2,0.146100457,NA,NA,NA,NA,NA,NA,NA,1.673911012,NA,0.375833558,0.146100457,0.757892876,4,16,6.352005508
IFAD,2012,1016.883,1484.897,7.303100689,1263.011,3.482948071,4.5,1977,3.583518938,1,0,0,0,0,65,4.189654742,0.85,0.75,2.670904898,0,0,1,1,1,1,1,0,2,0,0.22973892,5.075173815,0.680582896,3.942028986,1435.667361,3,2,3,3,0.700149217,4,3,3,3,3,1.709674911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.709674911,NA,NA,1.204912064,5,25,7.303100689
IFAD,2013,1085.932,711.52,6.567403527,564.825,3.69309745,4.5,1977,3.610917913,1,0,0,0,0,67,4.219507705,0.85,0.75,2.689936162,0,0,1,1,1,1,1,0,2,0,0.23078652,5.099866428,0.694420439,4.107913669,1405.273586,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,4.5,5.5,0.658380359,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.275,4.69,4,4.77,4.24,4.735,4.705,5,4.525,4.895,4.205,4.06,0.925130554,4,3,3,3,3,4,0.623296492,0.272830831,NA,NA,NA,3,3,2,3,3,2,0.146100457,NA,NA,NA,NA,NA,NA,NA,0.925130554,0.658380359,0.896127323,0.146100457,0.656434673,6,36,6.567403527
IFAD,2015,642.237,952.485,6.859074359,699.129,3.390980804,4.5,1977,3.663561646,1,0,0,0,0,68,4.234106505,0.86,0.75,2.730998695,0,0,1,1,1,1,1,0,2,0,0.225121561,5.123963979,0.718547446,4.197183099,1363.820018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,NA,NA,0.846415246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846415246,NA,0.846415246,8,64,6.859074359
IFAD,2016,894.617,650.694,6.478039486,353.934,3.80855264,4.5,1977,3.688879454,1,0,0,0,0,71,4.276666119,0.86,0.75,2.758449647,0,0,1,1,1,1,1,0,2,0,0.22407467,5.123963979,0.707892232,4.197183099,1363.820018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2.5,NA,NA,NA,NA,3,3,2.5,3,3,2.5,-0.08899352,NA,NA,NA,-0.08899352,-0.08899352,9,81,6.478039486
IFAD,2017,1801.84,519.69,6.25323248,255.93,4.041025979,4.5,1977,3.713572067,1,0,0,0,0,71,4.276666119,0.88,0.75,2.822599639,0,0,1,1,1,1,1,0,2,0,0.219823463,5.123963979,0.698009953,4.176056338,1363.820018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,NA,NA,0.846415246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846415246,NA,0.846415246,10,100,6.25323248
IFAD,2018,807.763,1100.817,7.00380791,931.665,4.117909664,4.5,1977,3.737669618,1,0,0,0,0,72,4.290459441,0.88,0.75,2.831703231,0,0,1,1,1,1,1,0,2,0,0.220539244,5.123963979,0.673788859,4.098591549,1363.820018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,2.46,3.05,3.5,3.24,2.64,2,2.5,0.55497942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55497942,NA,NA,NA,0.55497942,11,121,7.00380791
IFC,2011,1754,3333,8.111628078,0,4,3.5,1956,4.025351691,1,0,0,0,0,35,3.583518938,1,0.75,2.687639204,0,0,1,1,1,1,1,1,3,0,0.215416164,5.159055299,0.70831493,4.333333333,1305.358914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,3,0.654639563,0.649914723,NA,NA,NA,3,3,3,2,4,3,0.641190935,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.304554286,0.641190935,0.97287261,4,16,8.111628078
IFC,2012,2190,3521,8.166500319,3,3.999147969,3.5,1956,4.043051268,1,0,0,0,0,35,3.583518938,1,0.75,2.687639204,0,0,1,1,1,1,1,1,3,0,0.212449022,5.153291594,0.712067524,4.308724832,1289.273356,3,3,4,4,2.088688941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.088688941,5,25,8.166500319
IFC,2013,2204,3245,8.084870629,31,3.990446841,3.5,1956,4.060443011,1,0,0,0,0,36,3.610917913,1,0.75,2.708188434,0,0,1,1,1,1,1,1,3,0,0.213631345,5.159055299,0.730233018,4.466666667,1305.358914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,3,0.654639563,0.649914723,NA,NA,NA,3,3,3,2,4,3,0.641190935,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.304554286,0.641190935,0.97287261,6,36,8.084870629
IFC,2015,2298,2807,7.939871576,64,3.977199857,3.5,1956,4.094344562,1,0,0,0,0,38,3.663561646,1,0.75,2.747671235,0,0,1,1,1,1,1,1,3,0,0.219762047,5.159055299,0.746956691,4.516556291,1305.358914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,-0.247094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247094619,NA,-0.247094619,8,64,7.939871576
IFC,2016,2812,2649,7.881937489,0,4,3.5,1956,4.110873864,1,0,0,0,0,39,3.688879454,1,0.75,2.766659591,0,0,1,1,1,1,1,1,3,0,0.219276048,5.159055299,0.740682697,4.463576159,1305.358914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3,2.5,NA,NA,NA,NA,3.5,3,3,3,4,3,0.882707639,NA,NA,NA,0.882707639,0.882707639,9,81,7.881937489
IFC,2017,718,3025,8.01466637,0,4,3.5,1956,4.127134385,1,0,0,0,0,39,3.688879454,1,0.75,2.766659591,0,0,1,1,1,1,1,1,3,0,0.215378115,5.159055299,0.719427754,4.443708609,1305.358914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,NA,NA,0.833428669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833428669,NA,0.833428669,10,100,8.01466637
IFRC,2011,464.88288,386.650152,5.957520284,348.004608,3.180971557,4.5,1919,4.532599493,0,0,0,1,0,26,3.295836866,1,0.5,1.647918433,0,1,0,1,1,0,0,0,1,0,0.209022078,5.192956851,0.727962991,4.355704698,1284.244898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,2,2,0.185629062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185629062,0.185629062,4,16,5.957520284
IFRC,2013,409.17632,407.22304,6.009361045,334.30432,3.32613892,4.5,1919,4.553876892,0,0,0,1,0,28,3.36729583,1,0.5,1.683647915,0,1,0,1,1,0,0,0,1,0,0.206953731,5.198497031,0.710602324,4.473333333,1275.180785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,2,2,0.185629062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185629062,0.185629062,6,36,6.009361045
IFRC,2016,363.0979007,348.9268197,5.854862215,277.7427899,3.360119961,4.5,1919,4.584967479,0,0,0,1,0,32,3.496507561,1,0.5,1.748253781,0,1,0,1,1,0,0,0,1,0,0.212928372,5.192956851,0.708275937,4.333333333,1255.510204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,2.5,NA,NA,NA,NA,3.5,3,2.5,2.5,2,2.5,-0.473539052,NA,NA,NA,-0.473539052,-0.473539052,9,81,5.854862215
ILO,2008,631.55,730.25,6.593386941,636.6,1.194194113,1.5,1919,4.49980967,0,0,0,0,0,17,2.890371758,0.705882353,0.5,1.020131209,1,1,1,0,0,0,1,0,2,0,0.237174741,5.192956851,0.666888875,3.974193548,1366.09856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,-1.339991214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339991214,1,1,6.593386941
ILO,2010,670.6,723,6.583409222,662.5,1.148077605,1.5,1919,4.521788577,0,0,0,0,0,18,2.944438979,0.666666667,0.5,0.98147966,1,1,1,0,0,0,1,0,2,0,0.216655269,5.198497031,0.688511684,4.012820513,1355.428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,-1.339991214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339991214,3,9,6.583409222
ILO,2011,758.2,753.5,6.624729018,680.7,1.158260423,1.5,1919,4.532599493,0,0,0,0,0,18,2.944438979,0.666666667,0.5,0.98147966,1,1,1,0,0,0,1,0,2,0,0.2048279,5.198497031,0.674904298,4.270967742,1355.428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,3,3,-0.749533245,-0.530379385,2,3,-1.339991214,2,2,1,2,2,2,-1.934317675,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.279912631,-1.934317675,-1.51807384,4,16,6.624729018
ILO,2012,689,735.2,6.600142571,646.6,1.232930232,1.5,1919,4.543294782,0,0,0,0,0,18,2.944438979,0.666666667,0.5,0.98147966,1,1,1,0,0,0,1,0,2,0,0.202232889,5.204006687,0.705421497,4.193548387,1341.683884,2,3,2,2,-0.791435789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.791435789,5,25,6.600142571
ILO,2013,801.3,762.1,6.636077781,687.2,1.204058132,1.5,1919,4.553876892,0,0,0,0,0,19,2.995732274,0.631578947,0.5,0.946020718,1,1,1,0,0,0,1,0,2,0,0.203547975,5.209486153,0.716618682,4.333333333,1356.889783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,2,3,-0.44616517,-0.578066654,NA,NA,NA,2,2,1,2,2,2,-1.934317675,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.024231825,-1.934317675,-1.47927475,6,36,6.636077781
